19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
2;Bob;39.98;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
4;Bob;39.98;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
21;Alice;1210.00;null
22;Alice;38.00;null
23;Alice;38.00;null
24;Alice;2400.00;null
25;Alice;2419.00;null
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
26;Alice;2400.00;2025-04-02T09:25:27
1;Alice;1219.99;2025-03-26T15:39:03
3;Alice;1219.99;2025-03-26T15:39:15
19;Alice;100.00;2025-04-01T03:57:41
20;Alice;10.00;2025-04-01T04:45:53
26;Alice;2400.00;2025-04-02T09:25:27
